;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;Bank deposit(target);n_marital;b_default;b_housing;b_loan;n_poutcome;b_deposit
205;78;retired;married;primary;no;14204.0;no;no;cellular;26.0;oct;150.0;1.0;183.0;1.0;other;no;1;False;False;False;0;False
206;77;retired;divorced;tertiary;no;4659.0;no;no;cellular;14.0;apr;161.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
207;77;retired;married;tertiary;no;7802.0;no;no;telephone;4.0;may;421.0;1.0;92.0;2.0;success;yes;1;False;False;False;1;True
208;77;retired;married;secondary;no;610.0;no;no;cellular;13.0;aug;766.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
209;77;retired;married;tertiary;no;0.0;no;no;cellular;16.0;oct;847.0;1.0;60.0;1.0;success;yes;1;False;False;False;1;True
210;77;retired;married;primary;no;680.0;no;no;telephone;24.0;feb;513.0;2.0;89.0;7.0;failure;no;1;False;False;False;-1;False
211;77;retired;married;primary;no;680.0;no;no;telephone;27.0;nov;341.0;4.0;94.0;3.0;failure;no;1;False;False;False;-1;False
212;77;retired;married;secondary;no;9601.0;no;no;telephone;27.0;mar;515.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
213;77;retired;married;tertiary;no;0.0;no;no;cellular;6.0;apr;190.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
214;77;retired;divorced;Tertiary;no;4659.0;no;no;cellular;14.0;apr;161.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
215;77;retired;divorced;primary;no;639.0;no;no;telephone;16.0;apr;127.0;7.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
216;77;retired;married;secondary;no;1208.0;no;no;telephone;28.0;apr;72.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
217;77;retired;married;secondary;no;638.0;no;no;cellular;7.0;aug;453.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
218;77;retired;married;tertiary;no;699.0;no;no;cellular;13.0;aug;425.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
219;77;retired;married;secondary;no;610.0;no;no;cellular;13.0;aug;766.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
220;77;retired;married;tertiary;no;0.0;no;no;cellular;17.0;aug;286.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
221;77;retired;married;primary;no;680.0;no;no;telephone;25.0;aug;103.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
222;77;retired;single;primary;no;300.0;no;no;cellular;9.0;sep;511.0;1.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
223;77;retired;divorced;secondary;no;0.0;no;no;cellular;25.0;sep;210.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
224;77;retired;married;primary;no;121.0;no;no;telephone;7.0;oct;191.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
225;77;retired;married;primary;no;989.0;no;no;telephone;12.0;oct;95.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
226;77;retired;married;tertiary;no;0.0;no;no;cellular;16.0;oct;847.0;1.0;60.0;1.0;success;yes;1;False;False;False;1;True
227;77;retired;married;unknown;no;1807.0;no;no;telephone;20.0;oct;373.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
228;77;management;married;unknown;no;1780.0;yes;no;cellular;23.0;oct;221.0;2.0;183.0;3.0;success;yes;1;False;True;False;1;True
229;77;retired;divorced;secondary;no;3417.0;no;no;cellular;12.0;nov;134.0;1.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
230;77;retired;married;primary;no;2590.0;no;no;telephone;13.0;nov;212.0;3.0;277.0;12.0;failure;yes;1;False;False;False;-1;True
231;77;retired;married;primary;no;68000000.0;no;no;telephone;27.0;nov;341.0;4.0;94.0;3.0;failure;no;1;False;False;False;-1;False
232;77;retired;married;secondary;no;4112.0;no;no;telephone;26.0;may;257.0;3.0;35.0;2.0;success;yes;1;False;False;False;1;True
233;77;retired;married;tertiary;no;7802.0;no;no;telephone;1.0;may;257.0;3.0;35.0;0.0;unknown;yes;1;False;False;False;0;True
234;77;retired;married;unknown;no;38.0;no;no;telephone;3.0;feb;261.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
235;77;retired;married;secondary;no;2123.0;no;no;telephone;4.0;feb;141.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
236;77;retired;married;secondary;no;638.0;no;no;cellular;11.0;feb;288.0;1.0;188.0;1.0;success;yes;1;False;False;False;1;True
237;77;retired;married;primary;no;2590.0;no;no;telephone;15.0;feb;112.0;5.0;94.0;15.0;success;no;1;False;False;False;1;False
238;77;retired;married;primary;no;680.0;no;no;telephone;24.0;feb;513.0;2.0;89.0;7.0;failure;no;1;False;False;False;-1;False
239;77;retired;married;primary;no;29340.0;no;no;cellular;15.0;mar;257.0;1.0;91.0;2.0;other;yes;1;False;False;False;0;True
240;77;management;married;tertiary;no;5619.0;no;no;cellular;25.0;mar;189.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
241;77;management;married;unknown;no;1780.0;yes;no;cellular;23.0;apr;361.0;2.0;182.0;5.0;success;yes;1;False;True;False;1;True
242;77;retired;married;unknown;no;992.0;no;no;cellular;27.0;apr;147.0;2.0;182.0;2.0;failure;no;1;False;False;False;-1;False
243;77;retired;married;tertiary;no;7802.0;no;no;telephone;4.0;may;421.0;1.0;92.0;2.0;success;yes;1;False;False;False;1;True
244;77;unknown;married;unknown;no;397.0;no;no;telephone;7.0;may;300.0;3.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
245;77;retired;married;primary;no;3324.0;no;no;cellular;13.0;may;289.0;1.0;91.0;5.0;success;yes;1;False;False;False;1;True
246;77;retired;married;tertiary;no;1047.0;no;no;cellular;30.0;jun;108.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
247;77;retired;married;secondary;no;4112.0;no;no;telephone;29.0;jul;426.0;1.0;184.0;3.0;success;yes;1;False;False;False;1;True
248;77;retired;married;primary;no;2223.0;no;no;telephone;10.0;aug;365.0;2.0;187.0;1.0;success;no;1;False;False;False;1;False
249;77;retired;married;primary;no;2590.0;no;no;telephone;12.0;aug;345.0;1.0;178.0;20.0;failure;yes;1;False;False;False;-1;True
250;77;retired;married;primary;no;1492.0;no;no;telephone;1.0;sep;663.0;1.0;208.0;2.0;other;no;1;False;False;False;0;False
251;77;retired;married;primary;no;1385.0;no;no;telephone;8.0;sep;160.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
252;77;retired;married;tertiary;no;0.0;no;no;cellular;27.0;sep;990.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
253;77;retired;married;secondary;no;820.0;no;no;telephone;21.0;oct;330.0;2.0;181.0;4.0;success;yes;1;False;False;False;1;True
254;77;retired;divorced;primary;no;2693.0;no;no;cellular;25.0;oct;83.0;2.0;94.0;12.0;other;no;-1;False;False;False;0;False
255;77;unknown;married;unknown;no;397.0;no;no;telephone;8.0;nov;207.0;1.0;185.0;3.0;success;no;1;False;False;False;1;False
256;76;retired;divorced;primary;no;86.0;no;no;cellular;12.0;aug;192.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
257;76;retired;married;primary;no;2590.0;no;no;telephone;9.0;feb;68.0;12.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
258;76;retired;married;primary;no;2590.0;no;no;telephone;9.0;feb;68.0;12.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
259;76;retired;divorced;primary;no;3049.0;no;no;cellular;24.0;mar;170.0;3.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
260;76;housemaid;divorced;primary;no;1411.0;no;no;telephone;15.0;apr;170.0;3.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
261;76;management;married;unknown;no;1780.0;yes;no;telephone;23.0;apr;413.0;3.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
262;76;retired;divorced;primary;no;86.0;no;no;cellular;12.0;aug;192.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
263;76;retired;married;primary;no;3324.0;no;no;cellular;13.0;aug;227.0;2.0;192.0;1.0;failure;yes;1;False;False;False;-1;True
264;76;retired;married;tertiary;no;0.0;no;no;telephone;19.0;aug;170.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
265;76;retired;married;primary;no;2632.0;no;no;cellular;28.0;aug;368.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
266;76;retired;divorced;primary;no;802.0;no;no;cellular;9.0;sep;475.0;5.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
267;76;retired;married;secondary;no;242.0;no;no;telephone;16.0;sep;994.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
268;76;retired;married;primary;no;163.0;no;no;telephone;13.0;oct;120.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
269;76;housemaid;divorced;primary;no;1411.0;no;no;telephone;19.0;oct;233.0;2.0;187.0;3.0;success;yes;-1;False;False;False;1;True
270;76;retired;divorced;primary;no;2693.0;no;no;cellular;21.0;oct;107.0;2.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
271;76;retired;married;tertiary;no;2991.0;no;no;cellular;22.0;oct;344.0;1.0;183.0;1.0;success;yes;1;False;False;False;1;True
272;76;retired;married;secondary;no;4112.0;no;no;telephone;23.0;oct;282.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
273;76;retired;married;unknown;no;992.0;no;no;cellular;27.0;oct;139.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
274;76;retired;married;primary;no;1492.0;no;no;telephone;3.0;nov;383.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
275;76;retired;married;secondary;no;2302.0;no;no;telephone;10.0;nov;345.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
276;76;retired;married;primary;no;3324.0;no;no;cellular;13.0;nov;122.0;1.0;92.0;3.0;success;yes;1;False;False;False;1;True
277;76;retired;married;tertiary;no;2991.0;no;no;cellular;25.0;jan;195.0;1.0;95.0;2.0;success;no;1;False;False;False;1;False
278;76;retired;married;unknown;no;8919.0;no;no;cellular;28.0;jan;231.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
279;76;retired;married;secondary;no;852.0;no;no;telephone;3.0;feb;283.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
280;76;retired;married;primary;no;2223.0;no;no;telephone;4.0;feb;429.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
281;76;retired;married;tertiary;no;0.0;no;no;telephone;4.0;feb;92.0;3.0;169.0;1.0;failure;no;1;False;False;False;-1;False
282;76;retired;married;secondary;no;2302.0;no;no;telephone;5.0;feb;110.0;1.0;87.0;2.0;failure;no;1;False;False;False;-1;False
283;76;retired;married;primary;no;3324.0;no;no;cellular;11.0;feb;309.0;1.0;90.0;4.0;success;yes;1;False;False;False;1;True
284;76;retired;divorced;primary;no;802.0;no;no;cellular;9.0;mar;241.0;1.0;181.0;5.0;success;yes;-1;False;False;False;1;True
285;76;retired;divorced;primary;no;2693.0;no;no;cellular;23.0;apr;109.0;5.0;184.0;2.0;success;no;-1;False;False;False;1;False
286;76;retired;married;secondary;no;820.0;no;no;telephone;23.0;apr;263.0;4.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
287;76;self-employed;married;unknown;no;4984.0;no;no;telephone;28.0;apr;403.0;1.0;182.0;1.0;success;yes;1;False;False;False;1;True
288;76;self-employed;married;unknown;no;4984.0;no;no;telephone;15.0;jun;126.0;3.0;48.0;2.0;success;no;1;False;False;False;1;False
289;76;housemaid;married;primary;no;1483.0;no;no;cellular;2.0;aug;90.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
290;75;retired;married;secondary;no;3771.0;no;no;telephone;15.0;apr;185.0;1.0;181.0;2.0;success;yes;1;False;False;False;1;True
291;75;retired;divorced;tertiary;no;3810.0;yes;no;cellular;16.0;nov;262.0;1.0;183.0;1.0;failure;yes;-1;False;True;False;-1;True
292;75;retired;divorced;secondary;no;1341.0;no;no;cellular;18.0;dec;415.0;7.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
293;75;retired;divorced;primary;no;852.0;no;no;cellular;15.0;mar;341.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
294;75;blue-collar;married;secondary;no;6053.0;no;no;cellular;11.0;feb;865.0;2.0;190.0;1.0;failure;no;1;False;False;False;-1;False
295;75;retired;married;secondary;no;26452.0;no;no;telephone;15.0;jul;219.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
296;75;retired;divorced;primary;no;46.0;no;no;cellular;2.0;feb;294.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
297;75;retired;married;primary;no;3324.0;no;no;cellular;2.0;feb;149.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
298;75;retired;divorced;primary;no;3881.0;yes;no;cellular;4.0;feb;136.0;3.0;-1.0;0.0;unknown;yes;-1;False;True;False;0;True
299;75;retired;married;primary;no;358.0;no;no;cellular;17.0;feb;364.0;11.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
300;75;retired;married;secondary;no;1470.0;no;no;telephone;27.0;feb;49.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
301;75;retired;divorced;secondary;no;105.0;no;no;cellular;14.0;apr;232.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
302;75;retired;married;tertiary;no;2991.0;no;no;cellular;22.0;apr;240.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
303;75;admin.;married;unknown;no;1093.0;no;no;cellular;22.0;apr;369.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
304;75;retired;divorced;primary;no;18.0;no;no;cellular;24.0;apr;222.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
305;75;retired;married;secondary;no;26452.0;no;no;telephone;15.0;jul;219.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
306;75;retired;married;primary;no;5491.0;no;no;telephone;28.0;jul;258.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
307;75;blue-collar;married;secondary;no;6053.0;no;no;telephone;5.0;aug;416.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
308;75;retired;married;primary;no;2970.0;no;no;cellular;12.0;aug;641.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
309;75;unknown;married;tertiary;no;643.0;no;no;cellular;15.0;oct;522.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
310;75;retired;married;secondary;no;3771.0;no;no;telephone;16.0;oct;186.0;1.0;183.0;1.0;failure;yes;1;False;False;False;-1;True
311;75;self-employed;married;unknown;no;4984.0;no;no;telephone;28.0;oct;509.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
312;75;retired;married;secondary;no;324.0;no;no;telephone;12.0;nov;124.0;2.0;91.0;4.0;other;no;1;False;False;False;0;False
313;75;retired;divorced;secondary;no;2199.0;no;no;telephone;13.0;nov;137.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
314;75;retired;married;tertiary;no;6027.0;no;no;cellular;16.0;nov;1248.0;2.0;94.0;2.0;failure;yes;1;False;False;False;-1;True
315;75;retired;divorced;secondary;no;1341.0;no;no;cellular;18.0;dec;415.0;7.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
316;75;retired;divorced;primary;no;37127.0;no;no;cellular;11.0;feb;505.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
317;75;blue-collar;married;secondary;no;6053.0;no;no;cellular;11.0;feb;865.0;2.0;190.0;1.0;failure;no;1;False;False;False;-1;False
318;75;retired;married;secondary;no;291.0;no;no;cellular;11.0;feb;515.0;1.0;183.0;1.0;failure;yes;1;False;False;False;-1;True
319;75;retired;married;unknown;no;7819.0;no;no;cellular;15.0;feb;261.0;1.0;97.0;4.0;other;no;1;False;False;False;0;False
320;75;retired;married;primary;no;1765.0;no;no;telephone;11.0;mar;282.0;2.0;181.0;2.0;success;no;1;False;False;False;1;False
321;75;retired;divorced;primary;no;852.0;no;no;cellular;15.0;mar;341.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
322;75;retired;married;secondary;no;3771.0;no;no;telephone;15.0;apr;185.0;1.0;181.0;2.0;success;yes;1;False;False;False;1;True
323;75;retired;married;tertiary;no;6027.0;no;no;cellular;14.0;may;809.0;1.0;179.0;4.0;success;yes;1;False;False;False;1;True
324;75;retired;married;primary;no;962.0;no;no;cellular;17.0;jun;344.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
325;75;retired;married;secondary;no;468.0;no;no;telephone;24.0;jun;316.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
326;75;retired;married;primary;no;3504.0;no;no;telephone;9.0;aug;195.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
327;75;retired;married;secondary;no;291.0;no;no;cellular;12.0;aug;350.0;1.0;182.0;2.0;success;yes;1;False;False;False;1;True
328;75;retired;married;primary;no;1413.0;no;no;cellular;1.0;sep;532.0;2.0;188.0;2.0;success;yes;1;False;False;False;1;True
329;75;retired;divorced;primary;no;1926.0;no;no;cellular;9.0;sep;761.0;1.0;93.0;5.0;other;no;-1;False;False;False;0;False
330;75;retired;married;primary;no;1765.0;no;no;telephone;14.0;sep;808.0;1.0;187.0;4.0;failure;yes;1;False;False;False;-1;True
331;75;retired;divorced;primary;no;852.0;no;no;cellular;16.0;sep;228.0;1.0;185.0;1.0;failure;no;-1;False;False;False;-1;False
332;75;retired;divorced;secondary;no;1092.0;no;no;telephone;12.0;oct;250.0;1.0;431.0;2.0;failure;no;-1;False;False;False;-1;False
333;75;retired;married;tertiary;no;4912.0;no;no;telephone;20.0;oct;238.0;2.0;183.0;5.0;failure;no;1;False;False;False;-1;False
334;75;retired;divorced;tertiary;no;3810.0;yes;no;cellular;16.0;nov;262.0;1.0;183.0;1.0;failure;yes;-1;False;True;False;-1;True
335;74;retired;divorced;secondary;no;4079.0;no;no;cellular;19.0;oct;343.0;3.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
336;74;retired;married;secondary;no;935.0;no;no;cellular;26.0;jan;100.0;1.0;104.0;1.0;other;no;1;False;False;False;0;False
337;74;retired;married;secondary;no;921.0;no;no;telephone;17.0;apr;394.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
338;74;retired;married;secondary;no;1714.0;no;no;telephone;17.0;feb;127.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
339;74;housemaid;married;unknown;no;161.0;no;no;telephone;2.0;apr;240.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
340;74;retired;married;secondary;no;3771.0;no;no;telephone;16.0;apr;159.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
341;74;management;married;tertiary;no;4515.0;no;no;telephone;17.0;apr;1161.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
342;74;retired;married;secondary;no;921.0;no;no;telephone;17.0;apr;394.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
343;74;retired;married;secondary;no;9480.0;no;no;cellular;21.0;apr;211.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
344;74;retired;married;primary;no;670.0;no;no;cellular;23.0;apr;266.0;5.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
345;74;retired;married;unknown;no;7819.0;no;no;cellular;6.0;aug;165.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
346;74;retired;married;tertiary;no;20422.0;no;no;cellular;12.0;aug;90.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
347;74;retired;married;secondary;no;291.0;no;no;cellular;12.0;aug;543.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
348;74;retired;married;primary;no;0.0;no;no;telephone;13.0;aug;562.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
349;74;retired;divorced;primary;no;166.0;no;no;cellular;13.0;aug;99.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
350;74;retired;married;tertiary;no;6027.0;no;no;cellular;14.0;aug;233.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
351;74;retired;married;primary;no;10253.0;no;no;telephone;20.0;aug;84.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
352;74;retired;married;primary;no;2894.0;no;no;telephone;1.0;sep;97.0;5.0;204.0;2.0;other;no;1;False;False;False;0;False
353;74;retired;married;primary;no;0.0;no;no;telephone;4.0;sep;113.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
354;74;retired;married;primary;no;1765.0;no;no;telephone;11.0;sep;290.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
355;74;retired;married;primary;no;4286.0;no;no;cellular;30.0;sep;195.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
356;74;retired;married;tertiary;no;1124.0;no;no;telephone;13.0;oct;200.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
357;74;retired;married;primary;no;279.0;no;no;telephone;15.0;oct;227.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
358;74;retired;divorced;secondary;no;4079.0;no;no;cellular;19.0;oct;343.0;3.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
359;74;retired;married;tertiary;no;4912.0;no;no;telephone;21.0;oct;129.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
360;74;retired;married;tertiary;no;1742.0;no;no;cellular;28.0;oct;1092.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
361;74;retired;married;primary;no;0.0;no;no;telephone;13.0;nov;332.0;2.0;92.0;2.0;success;no;1;False;False;False;1;False
362;74;retired;married;tertiary;no;2575.0;no;no;cellular;25.0;jan;172.0;2.0;161.0;1.0;failure;no;1;False;False;False;-1;False
363;74;retired;married;secondary;no;935.0;no;no;cellular;26.0;jan;100.0;1.0;104.0;1.0;other;no;1;False;False;False;0;False
364;74;retired;married;primary;no;5539.0;no;no;cellular;3.0;feb;253.0;2.0;181.0;1.0;success;no;1;False;False;False;1;False
365;74;retired;married;primary;no;1413.0;no;no;cellular;25.0;feb;385.0;2.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
366;74;retired;married;tertiary;no;1843.0;no;no;cellular;15.0;mar;192.0;1.0;185.0;2.0;success;yes;1;False;False;False;1;True
367;74;retired;married;tertiary;no;4912.0;no;no;telephone;20.0;apr;268.0;2.0;181.0;3.0;failure;no;1;False;False;False;-1;False
368;74;retired;married;secondary;no;935.0;no;no;cellular;5.0;may;226.0;1.0;99.0;2.0;failure;yes;1;False;False;False;-1;True
369;74;retired;divorced;tertiary;no;3810.0;yes;no;cellular;17.0;may;492.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
