;Title;Number of review;Catagory;Reveiw Comment;Popular food;Online Order;n_Online Order
267;Two Hands Nolita;369;Cafe, Australian;“(We live in Australia) It's our go to for good coffee.”;Australia;Yes;1
268;Urbanspace Vanderbilt;420;Italian, Bar;“From the tacos to sushi to coffee and breakfast bowls, you can't go wrong!”;tacos;Yes;1
269;Aquavit;568;European, Swedish;“... texture and solid dish The halibut follows and is well balanced and very ...”;halibut;Yes;1
270;Prince Street Pizza;467;Italian, Pizza;“I was a bit underwhelmed…”;Steak;Yes;1
271;Royal 35 Steakhouse;591;American, Steakhouse;“Superb Steak, really delicious”;prosciutto;Yes;1
272;La Masseria;1,977;Italian;“... as was the veal chop special which was stuffed with cheese and prosciutto.”;salmon;Yes;1
273;Jongro BBQ;467;Barbecue, Asian;“Good place for Korean BBQ”;tiramisu;Yes;1
274;Upland;644;American;“The food is very tasty we like the branzino, salmon, pasta and margherita piz...”;Branzino;Yes;1
275;Il Brigante;419;Italian, Pizza;“... Good slab of tiramisu and a nice ca...”;pasta;Yes;1
276;Cibo e Vino;206;Italian, European;“We had the Milanese Chicken and the Branzino, as well as the Tiramisu for des...”;pasta;Yes;1
277;MERMAID OYSTER BAR TIMES SQUARE;9;American, Seafood;“Best oysters in my life”;Great burgers;Yes;1
278;Red Rooster Harlem;2,601;American, Bar;“The seafood pasta was great as was the shrimp and grits.”;salmon;Yes;1
279;Il Gattopardo;775;Italian, Pizza;“... recommendations as I got the smoked burrata and a slow roasted pork pasta.”;French toast;Yes;1
280;Le CouCou Restaurant;546;French, European;“Wonderful dining experience!”;scallops;Yes;1
281;Bareburger - Murray Hill;407;American, Bar;“Great burgers and plant based options a...”;Burger;No;0
282;Blue Fin;2,090;Seafood, Sushi;“I had the pan seared salmon and my husband had the miso sea bass.”;salad;No;0
283;Lezzet Mediterranean Turkish Restaurant;17;Mediterranean, Turkish;“Very Authentic & Delicious”;steak;No;0
284;Penelope;1,253;American, Cafe;“... and French toast with two hot choco...”;Salmon;No;0
285;44 & X;753;American;“We had the scallops (divine!!) and then the beef short rib (best ever!)”;No;No;0
286;Casellula;289;Wine Bar;“Perfect for dinner before a show”;No;No;0
287;Faces and Names;310;American, Bar;“Our mains were the Faces & Times Burger and the Chicken Club... both prepared...”;No;No;0
288;Ed's Lobster Bar;761;American, Seafood;“Friendly and Delicious”;No;No;0
289;Em Vietnamese Bistro;5;Asian, Vietnamese;““Best Kept Secret in Dumbo””;No;No;0
290;Jack's Wife Freda;1,015;American, Mediterranean;“We had the chicken kebab with couscous and chopped salad and the grilled halo...”;No;No;0
291;Match 65 Brasserie;443;Steakhouse, French;“The steak tartare was fabulous!”;No;No;0
292;Land;331;Asian, Thai;“Great for take out”;No;No;0
293;P.J. Clarke's;1,716;American, Bar;“Maine Lobster tails and Atlantic Salmon as main courses and the best cheeseca...”;No;No;0
294;The Top of The Standard;779;Bar, Contemporary;“My fav”;No;No;0
295;Utsav Restaurant;627;Indian, Chinese;“Great food but very chaotic atmosphere”;No;No;0
296;Tangy Noodle;3;Chinese, Asian;“Great quality for the price!”;pretzels;Yes;1
297;Palma;439;Italian, Mediterranean;“Perfection”;paella;Yes;1
298;The Standard Biergarten;452;German, Bar;“... GIANT beers (if you want them), pretzels, ping pong, and big screen TV's.”;burger;Yes;1
299;Guantanamera;669;Caribbean, Latin;“Cuban paella and chicken were excellent in massive portions.”;cheesecake;Yes;1
300;Friedman's;1,364;American;“A clean bright interior, staff good the burger was excellent, but be warned.”;seafood paella;Yes;1
301;Rossini's Restaurant;486;Italian;“Tiramisu was scrumptious, cheesecake a bit plain (this may be NY style).”;cream cheese;Yes;1
302;Socarrat Paella Bar - Chelsea;225;Seafood, Mediterranean;“We took the combined poultry and seafood paella and started with some appetiz...”;Pasta;Yes;1
303;Amma;430;Indian, Dining bars;“Excellent food and service. Must dine...”;Cuban Sandwich;Yes;1
304;Bagel Express;217;American, Cafe;“... with vegan cream cheese and a coffe...”;French toast;Yes;1
305;Toscana 49;719;Italian, Tuscan;“Pasta was light, sauce delicious and waiter picked out excellent wine.”;salmon;Yes;1
306;Blind Tiger Ale House;305;American, Bar;“Excellent”;fried pickles;Yes;1
307;Margon;210;Caribbean, Latin;“... the Cuban Sandwich was flavorful an...”;picanha;Yes;1
308;Greek From Greece;19;Greek, Cafe;“We had some delicious French toast with...”;Tiramisu;Yes;1
309;Ess-a-Bagel;1,770;American, Cafe;“Our favorites are the fish based ones - salmon, whitefish, etc. we’re ex-New...”;carbonara;Yes;1
310;Comfort Diner;1,035;American, Diner;“Wonderful staff and food”;pasta;Yes;1
311;Foxy John's Bar & Kitchen;232;Bar, Pub;“We ordered the buffalo cauliflower bites, fried pickles, nachos, and jalapeno...”;Lobster Roll;Yes;1
312;Emporium Brasil;410;Brazilian, Latin;“The picanha is a special brazilian meat cut and its becoming americas favorite.”;fish and chips;Yes;1
313;Il Tinello Ristorante;401;Italian;“We then had Tiramisu and chocolate cake for dessert.”;feijoada;Yes;1
314;Lupa Osteria Romana;983;Italian, Romana;“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”;feijoada;Yes;1
315;Pepolino Ristorante;692;Italian, Tuscan;“My husband and I both had pasta, his wa...”;duck;Yes;1
316;Burger & Lobster;479;American, Seafood;“Great Lobster Roll”;steak;Yes;1
317;The Perfect Pint;1,330;American, Irish;“... the fish and chips, which didn't lo...”;Cuban sandwich;No;0
318;Ipanema Restaurant;702;Brazilian, Latin;“Our main dishes were the bacalhau and feijoada, the feijoada could have fed t...”;Sandwiches;No;0
319;Nomo Soho Restaurant;415;American;“The risotto and duck ragu were spectacular, and the service was amazing.”;BLT;No;0
320;Tabernacle Steakhouse;7;Steakhouse, American;“My steak was delectable and cooked to perfection.”;Avocado Toast;No;0
321;Jackson Hole Burgers;632;American, Bar;“Great tasting burger. Best sweet potato...”;carne asada;No;0
322;Mozzarella&Vino;436;Italian, Pizza;“Great as always”;trout;No;0
323;Coppelia;403;Latin, Cuban;“... enjoyed their entrees -- Cuban sandwich, chile relleno (vegetarian versio...”;No;No;0
324;The Three Monkeys;679;American, Bar;“Good beer”;No;No;0
325;Mustang Harry's;447;American;“Sandwiches came with fries.”;No;No;0
326;Katherine;111;Italian;“Best cocktails”;No;No;0
327;BLT Steak;616;American, Steakhouse;“I will never forget my meal at BLT……yes...”;No;No;0
328;Buvette Gastrotheque;968;French, Cafe;“The Avocado Toast and Waffle Sandwich are delicious, as is the fresh orange j...”;No;No;0
329;Toloache;2,147;Mexican;“... the carne asada, shrimp and the bir...”;No;No;0
330;West Bank Cafe;373;American;“We had octopus and salmon and trout , e...”;No;No;0
331;Sadelle's;373;American;“Good, but not exceptional”;No;No;0
332;Knickerbocker Bar & Grill;470;American, Steakhouse;“Beautiful steak”;No;No;0
333;Sea Fire Grill;1,137;Steakhouse, Bar;“The lobster bisque was velvety and luscious.”;lobster bisque;Yes;1
334;Bar SixtyFive;984;American, Bar;“Fantastic evening”;dumplings;Yes;1
335;Beyond Sushi;101;American, Mediterranean;“Do try the shiitake dumplings.”;tiramisu;Yes;1
336;Temple Court;283;American;“Top notch”;Crab Cakes;Yes;1
337;Carmine's Italian Restaurant - Times Square;12,775;Italian;“From caesar salad to dinner to the tiramisu!! Linda our waitress was amazing...”;New York Style Pizza;Yes;1
338;FIG & OLIVE;1,234;French, Mediterranean;“Very good lunchtime specialty items on...”;salad;Yes;1
339;Benjamin Steakhouse Prime;309;Seafood, Soups;“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”;Garden;Yes;1
340;Vezzo;1,071;Italian, Pizza;“The only place in NY that hasn’t raised...”;fries;Yes;1
341;Joe's Pizza;586;Italian, Pizza;“New York Style Pizza”;bao;Yes;1
342;ABC Kitchen;1,883;American;“The carrot salad had a lot of cumin and curry and was like south Indian soup...”;lamb;Yes;1
343;Totto Ramen;1,133;Japanese, Asian;“Very pleasnat meal”;CALZONE;Yes;1
344;Luzzo’s;335;Italian;“Pizza in the East Village, worth the trip.”;French dip;Yes;1
345;Goldie's Tavern;7;Bar, Pub;“Close to Maddison Square Garden.”;corvina;Yes;1
346;Lillie's Victorian Establishment;1,216;American, Bar;“Modules fries 10/10.”;tapas;Yes;1
347;Armani Ristorante;362;Italian;“Very nice, upscale Italian restaurant”;vegetarian;Yes;1
348;Momofuku Ssam Bar;684;Asian;“The bao was exceptionally good too.”;Crab cakes;Yes;1
349;The Musket Room;334;Seafood, International;“Highlights were the asparagus dish (a bean soup, I think) and the lamb.”;tapas;Yes;1
350;Don Antonio;2,259;Italian, Pizza;“Gluten Free CALZONE”;pasta dishes;Yes;1
351;Tim Ho Wan;35;Chinese, Asian;“LOVE THIS PLACE”;chili;Yes;1
352;Parker & Quinn;884;American, Bar;“The food we ordered - mezze, Mac and cheese and French dip burger were delici...”;sandwiches;No;0
353;Blue Smoke Battery Park City;585;American, Bar;“GOOD OPTION IN THE AREA”;Swordfish;No;0
354;Pio Pio 8;586;Spanish, South American;“amazing food, we had the ceviche sampler and corvina, delicious, great servic...”;mussels;No;0
355;ilili Restaurant NYC;1,218;Lebanese, Mediterranean;“Lebanese tapas”;Chili;No;0
356;Sushi Yasuda;716;Japanese, Sushi;“Always a great place for sushi”;No;No;0
357;Saar Indian Bistro;98;Indian;“We had a party of four and ordered three entrees to share and one vegetarian...”;No;No;0
358;Pret A Manger;846;Cafe, Fast Food;“Nice Cafe On Broadway”;No;No;0
359;Glass House Tavern;885;American, Bar;“Crab cakes were good.”;No;No;0
360;Sweet Chick;294;American;“great value - delicious brunch”;No;No;0
361;Boqueria Flatiron;438;Spanish;“Perfect place for tapas”;No;No;0
362;Bocca di Bacco - Hell's Kitchen;600;Italian, Pizza;“The food was excellent, we had various pasta dishes and they were all really...”;No;No;0
363;Little Alley;44;Asian, Chinese;“For a main course the sautéed green beans with pork and dried red chili was b...”;No;No;0
364;2nd Avenue Deli;1,205;Deli, Israeli;“... the overstocked sandwiches just great.”;No;No;0
365;ABC Cocina;704;Mexican, Latin;“Great food”;No;No;0
366;Oceana Restaurant;1,196;Seafood;“My wife had the Swordfish, I had the Salmon entree.”;No;No;0
367;The Smith;449;American;“... size of the mussels which were tiny...”;No;No;0
368;Buddakan;5,434;Chinese, Asian;“... ordered if you like meet Broken Chili Chicken $36 chinese pepper, charred...”;No;No;0
369;Brooklyn Chop House - Times Square;3;Chinese, Steakhouse;“Worth the price”;No;No;0
370;Stone Bridge Pizza & Salad;41;Pizza, Italian;“Good, not typical NY slice”;tiramisu;Yes;1
371;Da Marino Restaurant;2,769;Italian, Pizza;“The tiramisu is perfectly balanced, lig...”;Pasta;Yes;1
372;Sant Ambroeus;476;Italian, European;“Pasta was to die for.”;tortillas;Yes;1
373;Tacombi Nolita;572;Mexican, Latin;“The tortillas taste like they were just made out back, and let's talk about t...”;cheesecake;Yes;1
374;Tavola;969;Italian, Pizza;“Pizza, pasta, cannoli's, cheesecake.”;fried rice;Yes;1
375;Zoob Zib Thai Authentic Noodle Bar;250;Asian, Thai;“... gai noodles ginger tea classic fried rice tom yum soup the ambiance of th...”;An Italian restaurant;Yes;1
376;Don Giovanni Ristorante;263;Italian, Pizza;“An Italian restaurant well worth a visit”;Greek;Yes;1
377;Naruto Ramen;200;Japanese, Asian;“Excellent!”;pancakes;Yes;1
378;Avra Madison Estiatorio;384;Greek;“Fresh delicious Greek food, entertaining atmosphere and excellent service!”;prosciutto;Yes;1
379;Manhattan Diner;551;American, Diner;“Two of us had the pancakes with strawberries.”;polenta;Yes;1
380;Knickerbocker Bar & Grill;470;American, Steakhouse;“Old School Cool! T-Bones & Chocolate...”;salad;Yes;1
381;Rosemary's;686;Italian, European;“... prosciutto board with honey.”;ribeye;Yes;1
382;Katherine;111;Italian;“Best cocktails”;duck confit;Yes;1
383;Scarpetta;909;Italian, Pizza;“We also really liked the polenta with mushrooms and (I guess we were in a fun...”;sushi;Yes;1
384;Adrienne's Pizzabar;877;Italian, Pizza;“... enough for three people with a salad).”;Chicken Parm;Yes;1
385;Benjamin Steakhouse;2,490;Seafood, Soups;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;lobster;Yes;1
386;Le Parisien;325;French, European;“My wife had the duck confit that was tender falling off the bone delicious!”;diner;Yes;1
387;Via Carota;387;Italian;“A must in nyc”;salmon;Yes;1
388;Em Vietnamese Bistro;5;Asian, Vietnamese;““Best Kept Secret in Dumbo””;beef;Yes;1
389;Strip House;607;American, Steakhouse;“Worth a visit, good steak”;sashimi;Yes;1
390;Blue Ribbon Sushi Bar & Grill - Columbus Circle;364;Japanese, Sushi;“Amazing amazing amazing sushi and service”;Greece;Yes;1
391;15 EAST @ Tocqueville;453;French, Japanese;“Fine Dining at its Best!”;salmon;Yes;1
392;Baccarat Hotel Bar;203;Bar;“Amazing experience! A great way to end my...”;Meatloaf;Yes;1
393;Trattoria Dell'Arte;1,941;Italian, Pizza;“Go for the Chicken Parm and Veal Parm!”;Burger;Yes;1
394;Miss Mamie's Spoonbread Too;102;American, Caribbean;“Southern classics”;No;No;0
395;FIG & OLIVE;1,424;Mediterranean, European;“Dropped in to order takeout—lobster and shrimp roll (excellent) — and had a g...”;No;No;0
396;George's;934;American, Diner;“Definitely a traditional NY cafe/diner with a large and varied menu, the amou...”;No;No;0
397;Natsumi;890;Japanese, Sushi;“For the main course we both had the shrimp and salmon teriyaki.”;No;No;0
398;Morton's The Steakhouse;1,204;Diner, American;“Service is excellent and the beef is gr...”;No;No;0
399;Bathtub Gin;410;American;“So much fun!”;No;No;0
400;Hatsuhana Sushi Restaurant;425;Japanese, Sushi;“... notch, including the O-toro sashimi.”;No;No;0
401;Molyvos;1,089;Mediterranean, Greek;“Amazing Choices of wine from Greece.”;No;No;0
402;limani;418;Seafood, Mediterranean;“I ordered lentil salad with salmon and even was a small portion it was satisf...”;No;No;0
403;Beauty & Essex;2,255;American;“Superb”;No;No;0
404;Joe Allen;1,073;American;“Meatloaf, best I've ever had.”;No;No;0
405;Jackson Hole Burgers;847;American, Bar;“Best Burger Ever!”;No;No;0
406;Lezzet Mediterranean Turkish Restaurant;17;Mediterranean, Turkish;“Very Authentic & Delicious”;No;No;0
407;Brickyard craft kitchen & beer;1,569;American;“Some of the best salmon I’ve had”;salmon;Yes;1
408;Nobu Downtown;551;Japanese;“... from French toast to omelets to jus...”;French toast;Yes;1
409;Malibu Diner;1,890;American, Diner;“... jalapeño espectacular , cappuccino desert delicious, fried rice with tuna”;tuna;Yes;1
410;Nobu Fifty Seven;673;Japanese, Seafood;“Got to go here for the lobster bisque!!”;lobster bisque;Yes;1
411;The Palm - Palm West;269;American;“... Grand central right next store and made this our take-away breakfast place.”;breakfast place;Yes;1
412;Sandwicherie;111;American, Cafe;“Best cocktails”;focaccia;Yes;1
413;Katherine;535;Italian;“Great Spot in the City”;Pizza;Yes;1
414;Carragher's Pub & Restaurant;596;American, Bar;“The appetizer focaccia bread was an exc...”;Rib Steak;Yes;1
415;Lincoln Ristorante;323;Italian;“Quite possibly the best Pizza I ever ate!”;steak;Yes;1
416;The Marshal;2,416;American, Pizza;“The Corn Creme Brulee is awesome and the Tomahawk Rib Steak is one of the bes...”;ribeye;Yes;1
417;Quality Meats;1,065;American, Steakhouse;“Great steak and amazing view”;salad;Yes;1
418;Porter House;87;American, Steakhouse;“The bartender/server suggested the ribeye as well as the special mashed potat...”;cheesecake;Yes;1
419;Ben & Jack's Steakhouse;197;Bar, American;“... the grilled cheese sandwich and my wife also enjoyed her Mexican cobb salad.”;bibimbap;Yes;1
