series,series_code,country_name,country_code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Central Europe and the Baltics,CEB,18.40055,18.40376,19.69297,22.21585,24.3447,27.91095,30.61293,31.60723,35.39858,38.877,50.08497,53.49282,57.01634,59.76753,62.58726,65.85361,67.7014,68.20904,62.08801,61.04804,61.1347,61.79946,62.53383,62.53383
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,East Asia & Pacific,EAS,7.4736,7.62274,7.4271,9.32525,10.23765,9.94445,11.2721,13.22468,14.40659,15.57177,20.91543,22.42126,23.42781,24.15671,24.55526,25.04563,26.56746,28.17449,41.41638,43.76806,45.13546,45.73399,46.59322,47.65192
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Euro area,EMU,34.55035,36.56568,39.39804,42.58079,44.12859,45.87544,48.03146,49.60108,50.34278,51.70389,57.05981,58.9604,60.36014,61.33069,61.53101,62.13962,63.16101,64.9974,70.02089,70.91849,72.16019,73.67648,75.15541,75.15541
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,Middle East & North Africa (excluding high income),MNA,12.24108,12.98057,13.87631,14.57799,15.39923,16.57857,17.58692,18.3606,19.53594,19.74927,20.94918,22.34194,23.54801,24.52551,26.33036,28.58793,29.14907,30.85981,36.85867,38.13146,38.42791,38.72498,38.20813,38.48264
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,North America,NAC,75.29728,79.65877,80.22812,80.12843,80.27344,79.80994,75.20252,70.60235,71.49724,66.967,78.29586,79.26386,78.85942,81.14137,81.78049,82.97154,85.2738,89.66509,86.37099,86.49361,86.59705,86.25937,86.51757,86.51757
"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,OECD members,OED,38.71153,40.45836,40.66725,44.64947,45.8267,44.77567,46.03077,48.13046,49.7673,49.97137,56.86932,58.17396,59.25424,60.94573,61.79985,62.70557,64.47095,67.38436,70.71872,71.68467,73.69036,74.68961,75.64903,74.38538
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Latin America & Caribbean,LCN,17.04121,17.13865,17.2838,17.6658,19.87334,19.15914,21.6214,21.96199,24.31441,25.01422,30.63451,32.05467,34.01283,36.91298,39.97478,43.81837,45.32654,46.54854,53.91111,55.19108,57.42162,58.77167,59.74541,59.72241
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Europe & Central Asia,ECS,33.76537,34.58494,35.68323,37.39684,38.76071,40.32421,42.29717,43.84338,45.91397,48.14902,57.568,59.46465,61.54214,63.17181,64.08531,64.90351,65.94595,67.34525,70.13649,70.95831,72.58757,74.75468,76.96241,77.71512
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Europe & Central Asia (IDA & IBRD countries),TEC,35.29699,34.3169,33.40581,33.46506,33.74499,34.99729,36.28762,37.33414,39.75501,42.73945,53.83521,55.56746,57.99137,60.00419,61.42971,62.7036,63.68051,64.87398,67.31881,68.18529,69.97714,72.37678,74.79308,76.1938
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Central Europe and the Baltics,CEB,19.38304,19.60818,21.16375,24.35322,27.1208,31.62766,34.86812,35.58918,40.185,44.25179,57.70246,61.74374,66.08189,69.67517,73.22943,77.50669,79.85909,81.28954,73.41025,71.95088,71.8709,72.55716,73.42337,73.42337
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,East Asia & Pacific,EAS,6.04552,6.32807,6.32164,7.96848,8.77291,8.47466,9.8246,11.73332,13.04285,14.22159,19.48321,21.2105,22.27698,23.41943,24.28929,24.99545,26.76627,28.59234,43.95038,46.76959,48.68869,49.44427,50.54644,51.81768
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Euro area,EMU,33.77962,36.40488,39.65826,43.13646,45.50984,47.74401,50.57664,52.84201,53.50766,54.99764,61.27655,63.51018,65.15451,66.41294,66.72204,67.41382,68.59139,70.46836,75.62634,76.66066,77.93391,79.70797,81.55801,81.55801
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,Middle East & North Africa (excluding high income),MNA,9.57274,10.27525,11.1051,11.75721,12.53906,13.63471,14.82263,15.79446,17.15925,17.70506,20.11936,21.36471,22.80374,24.21271,25.8621,29.19971,29.27583,30.74105,36.36636,37.80041,38.52272,38.85539,38.95229,39.30462
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,North America,NAC,84.59152,89.55474,90.04692,89.84153,90.39732,90.21855,85.34798,80.39216,81.50768,76.50322,91.11881,92.92157,92.94341,95.83115,96.45215,97.41877,99.96193,104.79036,99.90709,99.92857,99.70308,99.76052,100.22443,100.22443
"Gross enrolment ratio for tertiary education, female (%)",SE.TER.ENRR.FE,OECD members,OED,38.64729,40.84808,41.49753,45.37893,46.98775,46.34529,47.77375,49.79507,51.66139,51.97553,60.57009,62.31702,63.71477,65.7276,66.74292,67.7327,69.80604,73.07616,76.30797,77.30648,79.30551,80.55377,81.78416,80.54687
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Latin America & Caribbean,LCN,17.54931,17.30856,16.98228,16.97792,18.51232,17.44791,19.09531,19.32027,21.01768,21.17477,25.53495,26.79484,28.12921,30.08293,31.86291,34.58777,35.38036,36.08394,41.57317,42.69155,44.18164,45.11477,45.84567,45.8586
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Europe & Central Asia,ECS,32.58722,32.99063,33.74282,35.03057,35.50407,36.76847,38.17079,38.74847,40.2471,41.78259,48.25351,49.0108,50.39921,51.55566,52.28666,52.79107,53.81877,55.34959,60.60691,61.50196,63.51856,65.49045,67.21171,67.79029
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Europe & Central Asia (IDA & IBRD countries),TEC,31.62538,30.87832,30.06715,29.93601,29.89375,31.20888,32.69792,33.11254,34.80027,36.95153,45.06493,45.57897,47.31538,48.97724,50.22007,51.03944,52.15338,53.53593,60.34805,61.59883,64.35957,66.98582,69.17084,70.29543
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Central Europe and the Baltics,CEB,17.45996,17.25034,18.28402,20.16803,21.68524,24.35217,26.53719,27.79286,30.81497,33.7328,42.79584,45.59937,48.34656,50.29745,52.42384,54.74205,56.1297,55.78327,51.38292,50.73333,50.96111,51.5982,52.19581,52.19581
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,East Asia & Pacific,EAS,8.84609,8.86352,8.48398,10.62053,11.63503,11.34685,12.65449,14.65013,15.71052,16.86269,22.28423,23.57779,24.52581,24.85885,24.80812,25.09325,26.3792,27.77986,39.07142,41.00197,41.87025,42.3312,42.97284,43.84278
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Euro area,EMU,35.29013,36.72012,39.14792,42.0464,42.79984,44.07814,45.58204,46.48054,47.29802,48.53414,52.99272,54.57189,55.73784,56.4368,56.53347,57.06397,57.94143,59.74753,64.67901,65.45617,66.67584,67.96222,69.10557,69.10557
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,Middle East & North Africa (excluding high income),MNA,14.82715,15.60406,16.56046,17.30297,18.15255,19.40087,20.23038,20.8117,21.80809,21.70728,21.75252,23.28979,24.27063,24.82904,26.78442,27.99487,29.02614,30.97503,37.33659,38.45253,38.33609,38.59901,37.49062,37.69043
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,North America,NAC,66.55387,70.28988,70.87865,70.8417,70.57573,69.85055,65.50084,61.24453,61.94017,57.86702,66.1416,66.32614,65.58103,67.29365,67.91868,69.27424,71.31403,75.24453,73.54065,73.75417,74.15671,73.41671,73.44948,73.44949
"Gross enrolment ratio for tertiary education, male (%)",SE.TER.ENRR.MA,OECD members,OED,38.77369,40.08038,39.86042,43.93958,44.69586,43.24634,44.33198,46.50789,47.92273,48.02136,53.28851,54.16901,54.95087,56.33578,57.03442,57.85876,59.33004,61.90402,65.37925,66.31635,68.32613,69.08455,69.78303,68.49418
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Latin America & Caribbean,LCN,12.12454,12.16538,12.15207,12.14843,12.20981,12.34017,12.43457,12.66835,12.7683,12.9161,13.00873,13.07326,13.15873,13.21681,13.31118,13.56023,13.66814,13.80145,14.48783,14.55317,14.70377,14.73335,14.84014,14.91434
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Europe & Central Asia,ECS,12.53498,12.52062,12.64938,12.73888,12.84945,13.01101,13.11307,13.32926,13.48027,13.64515,14.3296,14.2889,14.43416,14.52141,14.58632,14.63585,14.69731,14.95201,15.69379,15.79579,15.87068,15.93019,16.06296,16.07614
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Europe & Central Asia (IDA & IBRD countries),TEC,11.7198,11.56338,11.44895,11.30851,11.38155,11.51886,11.56524,11.71072,11.89008,12.0167,13.00368,12.89871,12.99333,13.15215,13.29696,13.34111,13.43314,13.79223,14.79566,14.97094,15.07584,15.11111,15.34768,15.38538
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Central Europe and the Baltics,CEB,11.83596,11.69786,11.92663,12.02713,12.10578,12.41423,12.75597,13.08928,13.47111,13.73299,14.60049,14.42113,14.6391,14.7886,14.97414,15.15444,15.28151,15.40497,15.64548,15.59954,15.52002,15.53811,15.44819,15.45482
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,East Asia & Pacific,EAS,9.11045,9.17665,9.2231,9.24838,9.37049,9.54482,9.68004,9.80046,10.05138,10.35257,10.86481,11.11564,11.28371,11.40785,11.73177,11.91901,12.12236,12.33079,12.96481,13.12926,13.20162,13.37415,13.54261,13.74897
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Euro area,EMU,13.95734,14.16242,14.56721,15.04303,15.15672,15.31822,15.42139,15.66581,15.55799,15.64069,15.842,15.862,16.09412,16.16504,16.15526,16.21367,16.22165,16.34012,16.61543,16.67501,16.7189,16.84602,16.93496,16.93235
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,Middle East & North Africa (excluding high income),MNA,9.50953,9.42905,9.54276,9.85015,9.70664,9.93355,10.05283,10.21194,10.3455,10.47254,10.95229,11.04681,11.33813,11.3988,11.49502,11.62414,11.67895,11.82356,12.47451,12.62173,12.73702,12.83671,12.91248,..
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,North America,NAC,15.63378,16.13312,16.07966,16.11211,16.10272,16.05289,16.03739,15.97074,15.43641,15.19539,15.57948,15.62423,15.75971,15.76355,15.78845,15.88393,15.98415,15.97724,16.11944,16.16435,16.25008,16.29613,16.2776,16.346
"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,OECD members,OED,12.94554,13.19057,13.3851,13.59217,13.71276,13.85327,14.01496,14.19851,14.15926,14.19477,14.61402,14.65279,14.79158,14.86694,14.95767,15.04325,15.17954,15.33433,15.99908,16.08847,16.22176,16.31277,16.31167,16.32763
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Latin America & Caribbean,LCN,12.22001,12.26699,12.24533,12.23382,12.3179,12.4333,12.55162,12.75699,12.93112,13.0767,13.23743,13.27275,13.38653,13.5013,13.63911,13.91279,14.04221,14.16657,14.87736,14.93126,15.09975,15.12681,15.25063,15.32335
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Europe & Central Asia,ECS,12.63713,12.55807,12.66062,12.75405,12.8615,13.02769,13.13633,13.36513,13.51586,13.68506,14.39476,14.38562,14.55655,14.66609,14.74858,14.81973,14.89887,15.14779,15.90361,15.99879,16.06226,16.09131,16.24222,16.25517
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Europe & Central Asia (IDA & IBRD countries),TEC,11.75129,11.59516,11.44771,11.3292,11.37676,11.50067,11.52655,11.63804,11.79999,11.9149,12.87926,12.82893,12.96305,13.14921,13.31981,13.40612,13.53694,13.8953,14.88742,15.05876,15.14297,15.13579,15.396,15.43755
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Central Europe and the Baltics,CEB,11.92613,11.84077,12.03378,12.18586,12.31575,12.65637,12.98682,13.35171,13.78143,14.0488,14.98425,14.86079,15.0923,15.27185,15.48817,15.71456,15.87129,16.03916,16.27521,16.22115,16.12334,16.14792,16.02917,16.03714
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,East Asia & Pacific,EAS,8.63761,8.73679,8.77377,8.82086,9.01677,9.21124,9.3707,9.49716,9.79311,10.12244,10.66696,10.96969,11.16204,11.31965,11.66667,11.87662,12.10467,12.31075,13.0915,13.27027,13.3943,13.57666,13.76457,14.00436
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Euro area,EMU,14.23897,14.20006,14.60751,15.04705,15.18266,15.383,15.51279,15.82843,15.72487,15.80855,16.0622,16.10027,16.34087,16.41815,16.42116,16.48593,16.48363,16.59826,16.89466,16.95032,17.00067,17.11744,17.23244,17.22561
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,Middle East & North Africa (excluding high income),MNA,8.31534,8.32616,8.47792,8.77792,8.78923,8.88103,9.12103,9.32847,9.54135,9.69734,10.31232,10.47855,10.79948,10.91078,11.03977,11.22699,11.26204,11.414,12.1217,12.29699,12.455,12.56304,12.67582,..
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,North America,NAC,16.08219,16.63757,16.50099,16.54071,16.6094,16.5305,16.65261,16.70313,16.35862,15.6604,16.15676,16.29465,16.41773,16.43737,16.44725,16.55076,16.72402,16.66099,16.80584,16.84093,16.85345,16.89784,16.89242,16.95316
"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE,OECD members,OED,12.91655,13.14136,13.31255,13.51992,13.67777,13.81085,14.0295,14.26275,14.29307,14.22841,14.71582,14.79475,14.95289,15.04898,15.15764,15.26124,15.43637,15.58457,16.29754,16.38337,16.50968,16.5923,16.62285,16.63322
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Latin America & Caribbean,LCN,1.01179,1.01225,1.01279,1.01251,1.01464,1.01328,1.01541,1.01709,1.02117,1.02087,1.03568,1.03135,1.03541,1.04396,1.05143,1.05435,1.05705,1.05491,1.0549,1.05333,1.05521,1.05442,1.05639,1.05617
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Europe & Central Asia,ECS,0.99732,0.99771,0.99593,0.99569,0.99744,0.99856,1.00009,1.00283,1.00232,1.00498,1.009,1.01342,1.01681,1.01973,1.02207,1.02497,1.02722,1.02599,1.02653,1.0254,1.02381,1.01992,1.02201,1.02196
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Europe & Central Asia (IDA & IBRD countries),TEC,0.99129,0.99116,0.98948,0.99167,0.99117,0.98972,0.98705,0.98312,0.97964,0.98191,0.9813,0.98936,0.99536,0.99946,1.00329,1.00954,1.01507,1.01461,1.01205,1.0112,1.00838,1.00289,1.00586,1.00634
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Central Europe and the Baltics,CEB,1.01399,1.02356,1.01698,1.02455,1.03355,1.03811,1.03608,1.0401,1.04617,1.04608,1.05295,1.06183,1.06269,1.06624,1.06963,1.07502,1.07845,1.08371,1.08159,1.08072,1.07869,1.07947,1.07607,1.07621
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,East Asia & Pacific,EAS,0.89535,0.90289,0.90311,0.91407,0.92,0.92629,0.9331,0.94178,0.95153,0.95791,0.96526,0.97492,0.97919,0.98506,0.98953,0.9935,0.99758,0.9973,1.01912,1.02099,1.02847,1.02949,1.03188,1.03651
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Euro area,EMU,1.00649,1.00501,1.00525,1.00006,1.00324,1.00805,1.01172,1.02064,1.02127,1.02128,1.02765,1.02991,1.0305,1.03115,1.03279,1.03347,1.03218,1.03147,1.03351,1.03296,1.03364,1.03215,1.03513,1.03462
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,Middle East & North Africa (excluding high income),MNA,0.78077,0.79436,0.80283,0.80716,0.82047,0.81182,0.83339,0.84367,0.85487,0.86547,0.89236,0.90404,0.91112,0.91975,0.92541,0.93536,0.93246,0.93439,0.9467,0.9514,0.9579,0.95903,0.9647,..
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,North America,NAC,1.05719,1.06278,1.05244,1.0534,1.06352,1.05998,1.07797,1.09375,1.09106,1.06236,1.07571,1.08805,1.086,1.08788,1.08561,1.08635,1.0956,1.08838,1.08779,1.08624,1.07623,1.07553,1.07735,1.07603
"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI,OECD members,OED,0.99035,0.99431,0.99106,0.99141,0.99675,0.99556,1.0027,1.01055,1.01059,1.00513,1.01434,1.01967,1.02222,1.02498,1.02714,1.02948,1.03448,1.03337,1.03758,1.03688,1.03571,1.03443,1.03839,1.03824
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Latin America & Caribbean,LCN,12.07762,12.11859,12.09074,12.0827,12.14012,12.27038,12.36112,12.54261,12.663,12.80942,12.78143,12.86932,12.92867,12.93277,12.97194,13.19566,13.28431,13.42915,14.10316,14.17532,14.30966,14.34613,14.43661,14.50842
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Europe & Central Asia,ECS,12.67107,12.58694,12.71231,12.80923,12.89449,13.04644,13.13512,13.32739,13.48463,13.6173,14.26641,14.19515,14.31593,14.3823,14.43013,14.45865,14.5041,14.76413,15.49265,15.60249,15.68877,15.77697,15.89237,15.90589
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Europe & Central Asia (IDA & IBRD countries),TEC,11.8546,11.6986,11.56948,11.42432,11.47813,11.62011,11.67772,11.83789,12.04521,12.13444,13.12468,12.96693,13.02347,13.15635,13.27607,13.27942,13.33599,13.69525,14.71024,14.8919,15.01708,15.09212,15.30623,15.34022
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Central Europe and the Baltics,CEB,11.7616,11.56827,11.83289,11.89384,11.91591,12.19178,12.53454,12.83694,13.1732,13.42993,14.2307,13.99547,14.20195,14.32306,14.47996,14.61794,14.71674,14.80023,15.04752,15.00957,14.9472,14.95914,14.89607,14.90155
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,East Asia & Pacific,EAS,9.64722,9.6765,9.71508,9.65014,9.8008,9.94427,10.04256,10.0843,10.29201,10.56726,11.05081,11.25187,11.39923,11.49129,11.79007,11.95434,12.13403,12.34407,12.84589,12.99743,13.02352,13.18775,13.33932,13.51112
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Euro area,EMU,14.14721,14.12926,14.53116,15.04622,15.13357,15.26016,15.33306,15.50837,15.39742,15.47908,15.63008,15.63273,15.85723,15.92224,15.89979,15.95202,15.96969,16.09178,16.34688,16.40941,16.44743,16.58423,16.64768,16.6492
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,Middle East & North Africa (excluding high income),MNA,10.65019,10.48154,10.56005,10.87501,10.71246,10.93959,10.94454,11.05701,11.1612,11.20476,11.55628,11.59081,11.85294,11.86277,11.92957,12.00282,12.07781,12.21545,12.80422,12.92511,13.00244,13.09974,13.13959,..
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,North America,NAC,15.21221,15.65483,15.67881,15.70228,15.61732,15.59507,15.44814,15.27149,14.99333,14.74121,15.01957,14.97597,15.11768,15.10954,15.15028,15.23522,15.26473,15.308,15.44959,15.50385,15.65968,15.71111,15.67964,15.75529
"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA,OECD members,OED,13.04242,13.21659,13.43268,13.63708,13.7224,13.87251,13.9917,14.11386,14.14334,14.15583,14.50772,14.50939,14.6278,14.68224,14.75712,14.82419,14.92184,15.08128,15.70724,15.80068,15.94043,16.04011,16.00836,16.02057
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Latin America & Caribbean,LCN,0.94282,0.94414,0.93583,0.94253,0.95938,0.98264,1.01168,1.07583,1.11324,1.16624,1.42827,1.49235,1.57606,1.68866,1.80191,1.95055,2.00138,2.07243,2.37177,2.42742,2.52967,2.57547,2.60749,2.6064
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Europe & Central Asia,ECS,1.65746,1.67845,1.71445,1.78417,1.82708,1.89916,1.9875,2.05056,2.13912,2.23238,2.57753,2.63827,2.71215,2.77026,2.80112,2.82654,2.86916,2.93935,3.1826,3.26045,3.36071,3.42606,3.56488,3.58803
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Europe & Central Asia (IDA & IBRD countries),TEC,1.6758,1.62651,1.57808,1.57486,1.58048,1.64429,1.71756,1.78841,1.89932,2.00472,2.47944,2.53862,2.62657,2.7027,2.74743,2.77592,2.81413,2.87569,3.15076,3.29346,3.43701,3.49919,3.70227,3.74758
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Central Europe and the Baltics,CEB,0.9287,0.92564,0.98748,1.1135,1.21937,1.39816,1.54051,1.64073,1.86198,2.00071,2.5477,2.66747,2.79895,2.91551,3.05689,3.23091,3.33052,3.39752,2.95783,2.87886,2.85264,2.85205,2.85932,2.85932
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,East Asia & Pacific,EAS,0.34806,0.35631,0.38436,0.42446,0.47116,0.51643,0.58117,0.60756,0.66254,0.71716,0.95803,1.03124,1.08341,1.14286,1.18534,1.232,1.30839,1.39701,2.00575,2.13581,2.20516,2.23252,2.27003,2.3563
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Euro area,EMU,1.72615,1.82648,1.96506,2.12348,2.20093,2.29179,2.40048,2.4776,2.47902,2.52969,2.68864,2.75839,2.81281,2.84412,2.85063,2.88865,2.92785,3.00785,3.3162,3.32863,3.38184,3.46193,3.54052,3.54052
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,Middle East & North Africa (excluding high income),MNA,0.61262,0.64757,0.69158,0.72529,0.76502,0.8266,0.87216,0.91131,0.96762,0.97674,1.0389,1.10862,1.16741,1.21309,1.29928,1.40041,1.42349,1.49717,1.75641,1.815,1.81976,1.83724,1.82952,1.84032
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,North America,NAC,3.76521,3.98321,4.01138,4.00625,4.01336,3.99008,3.75781,3.52597,3.16322,3.03028,3.61732,3.67487,3.69771,3.78133,3.79601,3.89429,4.03565,4.2453,4.02259,3.98696,3.9566,3.9389,3.93523,3.93523
"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56,OECD members,OED,1.8099,1.90169,1.9996,2.08667,2.15351,2.23288,2.29683,2.28719,2.26846,2.29611,2.61211,2.67026,2.72655,2.79962,2.85076,2.92771,3.02465,3.16778,3.33927,3.38227,3.48172,3.52835,3.56703,3.5699
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Latin America & Caribbean,LCN,0.95177,0.96204,0.96337,0.97753,1.00318,1.03671,1.07719,1.13518,1.19341,1.25287,1.54701,1.61447,1.71428,1.85069,1.9941,2.1638,2.23157,2.30631,2.64372,2.70723,2.82658,2.88325,2.92206,2.9215
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Europe & Central Asia,ECS,1.69859,1.72851,1.77016,1.84846,1.91165,1.98974,2.09085,2.17223,2.27462,2.38779,2.79956,2.88767,2.97718,3.04651,3.08104,3.1124,3.15301,3.21834,3.39728,3.46478,3.55422,3.62194,3.77959,3.80606
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Europe & Central Asia (IDA & IBRD countries),TEC,1.769,1.71355,1.66217,1.6642,1.67829,1.74079,1.80973,1.88977,2.01979,2.14688,2.69493,2.78268,2.8851,2.96818,3.01374,3.04637,3.07641,3.12932,3.29378,3.41719,3.53405,3.58599,3.80737,3.85825
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Central Europe and the Baltics,CEB,0.98008,0.98862,1.06223,1.22133,1.35831,1.58447,1.75634,1.85236,2.11683,2.28164,2.93436,3.07596,3.23707,3.38999,3.56869,3.79644,3.92106,4.04207,3.4946,3.39314,3.35554,3.35022,3.35703,3.35703
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,East Asia & Pacific,EAS,0.28594,0.29884,0.3297,0.36195,0.40307,0.44128,0.50733,0.53802,0.59958,0.65382,0.89211,0.97721,1.03317,1.10977,1.1738,1.22928,1.31948,1.41689,2.13642,2.28715,2.38435,2.41949,2.46984,2.56688
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Euro area,EMU,1.70535,1.83617,1.99092,2.15838,2.27319,2.38498,2.52486,2.63537,2.63014,2.68532,2.88329,2.96874,3.03541,3.08239,3.09507,3.1406,3.18523,3.26617,3.57381,3.58435,3.64023,3.73454,3.8328,3.8328
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,Middle East & North Africa (excluding high income),MNA,0.47815,0.51103,0.55132,0.58174,0.6184,0.67431,0.72863,0.7778,0.84407,0.87048,0.99123,1.05376,1.12306,1.18954,1.26535,1.41915,1.4194,1.48255,1.71128,1.78348,1.80664,1.82703,1.84453,1.86
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,North America,NAC,4.22879,4.47804,4.50221,4.49185,4.51958,4.51056,4.26397,4.01381,4.07683,3.43951,4.15447,4.27496,4.29338,4.4179,4.40162,4.53026,4.68329,4.92323,4.60288,4.55686,4.50649,4.51961,4.52524,4.52524
"School life expectancy, tertiary, female (years)",UIS.SLE.56.F,OECD members,OED,1.82721,1.93975,2.04472,2.13809,2.22512,2.31048,2.38329,2.37419,2.47479,2.3893,2.77517,2.86008,2.92617,3.01867,3.06887,3.16019,3.26464,3.42335,3.57748,3.61654,3.71601,3.78012,3.83674,3.84051
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Latin America & Caribbean,LCN,1.01942,1.03878,1.06069,1.07727,1.09604,1.11703,1.13886,1.13954,1.15491,1.16063,1.18294,1.1796,1.19346,1.21345,1.23871,1.2453,1.25903,1.25315,1.25697,1.25875,1.2635,1.26845,1.27168,1.27234
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Europe & Central Asia,ECS,1.05,1.06037,1.06593,1.07335,1.09529,1.09838,1.10787,1.12375,1.13267,1.14699,1.18571,1.20532,1.21282,1.21731,1.21785,1.22072,1.21525,1.20528,1.14116,1.1299,1.11855,1.11767,1.12422,1.12538
"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI,Europe & Central Asia (IDA & IBRD countries),TEC,1.11587,1.11119,1.11056,1.118,1.12948,1.12248,1.11156,1.11744,1.13242,1.14987,1.18748,1.20887,1.21429,1.21341,1.21038,1.2116,1.20128,1.18898,1.09212,1.0744,1.05482,1.04795,1.05536,1.05772
